cpu_usage,memory_usage,network_traffic,power_consumption,num_executed_instructions,execution_time,energy_efficiency,KMeans_Cluster,Agglomerative_Cluster,DBSCAN_Cluster
54.88135039273247,78.95086101800565,164.77597272736512,287.8089860943348,7527.0,69.34557502116084,0.5535890138304125,0,6,0
71.51893663724195,29.901882588683115,501.099033973314,362.27356881966176,5348.0,41.39603965431024,0.3498562124073033,4,0,0
49.80813168375103,92.70919512014969,203.6748471150189,231.4679027444394,5483.0,24.60254888470785,0.79627697356617,3,0,0
54.48831829968969,88.10095962792755,501.099033973314,195.63995376557352,5876.0,16.456669858380668,0.5295107822540652,2,0,0
42.36547993389047,50.139928357144825,501.099033973314,359.45153695723053,3361.0,55.30799161503772,0.3519072635198071,2,4,0
64.58941130666561,62.00801572713125,580.5698364890883,115.93161048505227,4766.0,63.13767143999519,0.5065707717977357,5,4,0
43.75872112626925,22.456429249411503,429.1396396095887,272.9604167203784,9008.0,60.15390381796911,0.4612463882323769,1,2,0
49.80813168375103,85.43815471675246,685.2828127526033,251.8914188428816,4982.0,14.191355528380544,0.2425384275256116,2,7,0
96.36627605010293,4.388441255096842,902.827716859084,367.97905592877584,9984.0,21.87669373238963,0.5065707717977357,6,5,-1
38.34415188257777,16.44188143630516,779.7913445722813,382.7566963342774,2989.0,42.16084672041248,0.1391872331187899,4,7,0
79.17250380826646,2.972252291872135,926.374029707024,173.5593253511245,8644.0,55.70267258499558,0.7794988270273124,4,5,1
49.80813168375103,20.0765780897026,941.0693853534948,435.0137737235639,5185.0,66.37989277787378,0.7001446638053798,4,0,0
56.80445610939323,2.3556261694841374,722.5521460087667,143.34039922287724,9788.0,79.70075630651479,0.9443874747330262,1,5,-1
92.5596638292661,50.139928357144825,34.37853909632338,433.9588479632569,886.0,54.13118610596944,0.2046442657121256,0,4,-1
7.103605819788694,96.51663851759275,919.1721699008262,275.62991155530773,9117.0,39.96762536398085,0.8547249472467794,5,7,-1
49.80813168375103,44.40411245087644,664.6856504653719,245.00424717039888,7358.0,86.68051051966744,0.8605806758541958,5,1,-1
2.021839744032572,89.3369023596935,208.41927362008096,199.2585075596433,1224.0,61.8501351320329,0.6974451918092537,2,0,-1
83.2619845547938,41.71619076688634,493.1490074859254,103.74190696397584,3187.0,5.677628555426817,0.5065707717977357,3,0,0
77.81567509498505,50.139928357144825,887.4445038676911,251.8914188428816,2010.0,32.82460714327495,0.5782905132178405,4,4,0
87.00121482468191,46.62017593384079,437.1881150560703,77.05470159180177,9427.0,49.69292318805225,0.2071643454371206,6,5,-1
97.8618342232764,70.71200062883366,501.099033973314,264.7233293358356,3345.0,89.00994247818885,0.4823674811563622,0,1,-1
79.91585642167236,76.10323678630996,501.099033973314,361.6567231045878,9825.0,52.187029388312176,0.5208305335712439,0,1,0
46.14793622529319,50.139928357144825,88.57367901959967,348.3596743540972,1912.0,58.101865071782434,0.4238487098182186,2,0,0
78.05291762864555,75.08693239568018,387.4492839507717,288.46580480118746,9174.0,50.007291675789226,0.5065707717977357,0,1,0
11.827442586893325,17.494685098281227,433.6812055048176,214.91209620375568,1147.0,12.59030732694486,0.1077575090170537,7,3,-1
63.99210213275238,87.71007666370555,940.2623028174826,251.8914188428816,6643.0,49.69292318805225,0.1663319878019201,6,7,0
14.33532874090464,4.481789360811872,296.77212112067485,386.12895397196496,4982.0,5.859939366575273,0.6334186821189375,1,0,-1
94.4668917049584,20.30882053643842,501.099033973314,481.3587077657895,8688.0,49.69292318805225,0.7238511322125999,0,1,-1
52.184832175007166,19.44747041166177,261.1567625008532,174.78350675743548,3686.0,49.69292318805225,0.4542999151229987,7,0,0
41.46619399905236,74.77060134344565,757.368681181976,96.01126690792134,1183.0,77.19094327115523,0.4242991566617204,5,4,0
26.455561210462697,64.20849448305248,854.9338343697548,251.8914188428816,7875.0,72.44787758708914,0.1503653775745929,5,1,-1
77.42336894342166,29.394859982313204,501.099033973314,355.5610576874761,1968.0,88.55497119351637,0.4695748463794009,4,4,0
45.615033221654855,79.50720126865315,335.80073364390495,132.91197797823023,925.0,49.69292318805225,0.7548654187654366,3,0,0
56.84339488686485,5.346181034112984,210.22450631814596,351.9970204416069,4982.0,1.391701056838568,0.2054159319058793,1,0,47
1.8789800436355144,2.3962526992481026,781.4629518475026,173.57559992409472,23.0,69.93225189374634,0.8284685589515074,7,2,-1
61.76354970758771,0.0230147431370619,501.099033973314,312.676193279692,1726.0,49.69292318805225,0.999609230817374,4,0,-1
61.20957227224214,1.0618334705024934,695.778957418883,397.5592253520021,781.0,12.347001616853149,0.8490742908666534,4,0,-1
61.69339968747569,0.66501864895252,686.3747057583021,154.89117158455113,6006.0,99.54205859933634,0.9922910928783232,4,1,-1
94.37480785146242,64.72232673163482,662.4293353297892,251.8914188428816,7136.0,45.73563785787529,0.5001750804182545,6,7,0
68.18202991034835,1.7635783074847478,710.7411196491142,251.8914188428816,7724.0,81.36740178198147,0.7131047192034228,4,1,-1
35.9507900573786,72.9809813207389,350.5145898406132,132.659623501686,430.0,76.32524441989813,0.0038913973038791,7,4,-1
43.703195379934144,28.118219607113414,501.099033973314,448.0205267496693,4628.0,81.33689787318724,0.5409771746400925,4,2,0
69.76311959272648,96.0885192820304,602.3477887344607,161.7054658145934,6670.0,27.56714294350636,0.2496040821866509,6,4,-1
6.022547162926983,33.03585426314992,719.7953588353676,434.588930652972,4976.0,28.9907803695591,0.7910675206636963,1,0,0
49.80813168375103,50.139928357144825,182.9522552727445,333.5572971283889,5413.0,74.54670767140506,0.5065707717977357,0,4,0
67.06378696181594,56.20080455465612,856.3729241009559,300.8163384974408,3925.0,1.6250460356521337,0.9793560851549046,4,0,-1
21.03825610738409,5.634185469953956,501.099033973314,485.492341005841,8689.0,18.796407041709703,0.8736788169273056,1,0,-1
12.892629765485331,50.139928357144825,906.8080461256228,330.20784236352773,6940.0,14.17243120013919,0.1231554714899848,6,7,-1
31.542835092418382,39.301736902295744,501.099033973314,432.0855381077557,5137.0,48.03763517383759,0.2161976759750027,2,2,0
36.37107709426226,21.95574392509313,765.1085404576537,300.068718360881,6822.0,44.70843079769558,0.6900778446483329,1,2,-1
57.019677041787965,57.29314801898303,671.6706721743607,499.40105215672753,3089.0,67.01478558431731,0.2558825959740562,4,4,0
43.86015134623204,16.927814875683755,469.175920223112,224.5788339035087,8115.0,28.181830043637103,0.1076673076083811,6,3,-1
98.8373838059226,26.88207718073946,501.099033973314,239.7016582675584,3789.0,45.59599186023364,0.5065707717977357,4,2,0
49.80813168375103,80.26420137186062,622.7004117461089,37.71408509361351,2802.0,26.54276349143515,0.7626559298020015,3,0,-1
20.88767560948347,6.743206459507878,699.7006841709139,105.09158280375236,1385.0,49.69292318805225,0.5065707717977357,7,3,0
16.130951788499626,45.56361931784413,501.099033973314,398.95253323614367,1958.0,64.44928180551022,0.5257715257881682,2,2,0
65.31083254653984,0.8829988290228408,912.6273755291436,53.08781449853617,9725.0,57.77399506439185,0.5065707717977357,6,5,-1
25.329160253978213,87.80929317950043,501.099033973314,21.520280280929335,8986.0,65.74928740103579,0.7330729125521166,5,1,-1
46.63107728563063,20.35419454963524,779.8892927134023,337.05337499732866,8316.0,49.69292318805225,0.0800513256776108,6,7,0
24.442559200160275,87.33239527496671,799.2357666846815,243.40050776533403,2092.0,49.69292318805225,0.6231283769792736,5,4,0
15.896958364551972,93.5362022815759,964.3164949155248,251.8914188428816,3584.0,6.168850994891606,0.1168475191160165,2,7,-1
11.037514116430511,9.40685879833868,817.4972472787616,202.26210749746983,9769.0,49.69292318805225,0.2505794615885041,1,7,-1
49.80813168375103,98.50453162161752,501.099033973314,11.432583307738554,4982.0,18.348998416382106,0.5065707717977357,3,5,-1
13.81829513486138,1.9647135970066727,107.48032406801632,172.93611595656972,2269.0,4.474412271521244,0.6017296988267746,1,3,78
19.65823616800535,41.56335189777671,412.81851450848575,200.4533215877012,6196.0,77.5007069996999,0.8760017738370616,5,2,0
36.872517066096414,40.4366203429215,681.3583777353608,223.48108295482385,8307.0,73.13474955525099,0.1706832930469316,6,6,0
82.09932298479352,25.563384863559968,118.02428222368088,240.68793676193928,4086.0,79.98972351981513,0.7320202785541456,0,2,-1
9.710127579306128,76.54117679309724,381.0367476655883,331.51848878000794,4547.0,77.58898704331592,0.2125218377245552,2,6,255
83.7944907498804,18.781377319853064,347.6943152399777,395.09068713430486,4982.0,29.873152202381327,0.3615223217766213,4,0,63
9.609840789396308,5.842703528279336,195.36692197087257,153.25705800252314,2617.0,99.87627160531396,0.4589815141453529,7,2,-1
97.64594650133958,26.068600232428828,549.0508759995888,22.16881113114028,4982.0,87.96546898010259,0.1312826954382384,7,2,-1
46.86512016477016,50.139928357144825,257.221782096353,28.80159390849818,8737.0,3.849593536427853,0.6173566555152963,3,5,246
97.67610881903371,50.139928357144825,334.30557383824987,105.05396086722308,912.0,49.69292318805225,0.440746338671881,3,0,-1
60.4845519745046,71.71940865884743,226.88883523309775,438.5798815223782,5034.0,9.508691469691655,0.2862026429882154,2,6,2
73.92635793983017,50.139928357144825,338.63828516067287,205.6580290336844,110.0,13.466921816358225,0.1476492903159147,2,4,-1
3.918779225432068,46.18171975408277,664.6155648064822,251.8914188428816,5294.0,72.13179379948225,0.0924040410092349,7,4,-1
28.28069625764096,22.566771293245736,29.166957388040093,394.801524090792,5677.0,15.92283384852361,0.9801122104408608,1,0,-1
12.01965612131689,24.367701039194976,728.8975809366193,251.8914188428816,4083.0,49.69292318805225,0.7146504622660335,1,3,0
29.61401975221449,34.327600453181184,46.375961192413605,86.86789034476422,1958.0,19.34334079693024,0.0362060693890772,7,3,-1
11.872771895424403,60.85517787653287,633.1166609447629,360.46859523816727,9814.0,92.4937366168772,0.7528794010679412,5,1,-1
31.7983179393976,91.66303676897216,361.1641617739282,166.79527678018263,2865.0,13.632375744225866,0.5065707717977357,2,0,-1
41.426299451467,9.428435190572635,206.48643595523995,383.058410929423,9583.0,35.71857311970764,0.5142053768611479,1,2,-1
49.80813168375103,59.969937004885566,352.21075243472546,181.68661479746868,4982.0,1.3219771016799498,0.2594396257240442,2,4,0
69.24721193700198,63.53469478932388,501.099033973314,422.846934513905,9215.0,62.77812831585704,0.2453756716639691,0,7,0
56.66014542065752,50.139928357144825,569.9168755142205,251.8914188428816,4982.0,45.73132939635527,0.6263648676949152,4,5,0
26.53894909394454,10.046945407316166,880.7840801506828,278.0624663485098,9268.0,36.50234031272306,0.9754133864186952,1,3,-1
52.32480534666997,59.05278914428264,226.63170975001037,393.0471627902586,9294.0,49.69292318805225,0.402751973837139,0,6,0
9.394051075844168,91.00146016649856,501.099033973314,73.32197618211106,8099.0,76.83005736715322,0.1699910496385138,5,4,3
57.59464955561793,17.637967464617176,501.099033973314,138.20291529572947,3377.0,43.945937593056975,0.6476675181119781,3,2,0
92.9296197576214,69.80146154590422,26.30938055528564,106.72707958436872,7092.0,49.69292318805225,0.197438944562862,0,4,-1
31.856895245132367,10.29420373733112,633.7403832346986,308.9966381164939,4891.0,1.7356857849980312,0.077737838433926,1,7,0
66.74103799636816,74.1843499503936,824.4758185609787,455.979224302587,3609.0,79.27773618313623,0.3896493527305072,4,4,0
13.179786240439215,46.21608889739094,454.781238647073,400.4471255979698,4476.0,70.65627645702982,0.662092535460556,1,2,0
49.80813168375103,50.139928357144825,157.59820660426337,188.24312035720493,6269.0,49.69292318805225,0.1444852539845735,7,6,0
28.94060929472011,77.99844979793474,970.2919487055352,29.852022851112213,5250.0,1.3057460025412415,0.925744719524768,5,3,-1
18.31913620071168,16.110977626435663,529.3430064260992,29.880274232582103,7852.0,96.99785890853909,0.9733203336883652,5,2,-1
49.80813168375103,57.52351272181227,122.88853726553216,199.25132510120432,9469.0,54.53281252099398,0.1006323475584024,0,6,127
2.0107546187493552,77.05691245082326,176.45980157512088,374.8908688137691,888.0,97.5559006641276,0.7364761918994934,5,0,-1
82.89400292173632,87.01923061036442,542.5548348586102,178.85636234341146,25.0,77.96019623118879,0.5193313196414083,3,5,-1
0.4695476192547065,33.85853161730594,348.8057204083409,415.71289292890697,711.0,11.452567260676982,0.3231539630740365,2,2,-1
67.781653679623,4.289763004759939,31.7978556972488,22.97404455990565,8884.0,49.69292318805225,0.5723905571677953,3,5,-1
27.000797319216485,98.4790263646146,528.9193155147013,140.6795385296853,4982.0,49.69292318805225,0.0959623641180886,2,4,0
73.5194022122595,65.02698053649641,289.9052071708622,282.5812049567958,1638.0,62.4072222144687,0.1571190579287893,2,4,4
96.21885451174384,1.5545879136722895,933.8841454953008,251.8914188428816,4982.0,14.444417445017956,0.1165705343118592,6,5,-1
24.875314351995804,69.98463124238998,668.8237805431554,346.4723552967517,6927.0,10.61416050986763,0.6517350483033623,1,7,-1
57.61573344178369,20.024982139037363,611.5421020446637,43.34852630051495,3892.0,63.71638357521165,0.4736537575699034,7,2,-1
59.2041931271839,69.43359314537211,969.8421086177332,351.92181072678267,7690.0,76.44775406403667,0.4824839752435486,5,1,-1
57.22519057908734,29.80347824396485,499.0652954188034,123.74378979177698,4982.0,87.04135422094824,0.5065707717977357,7,2,0
22.308163264061832,13.850612685150686,963.0065502325604,80.88955031349255,5551.0,74.33652141493774,0.7681178276560313,5,2,-1
95.2749011516985,92.86385308703645,61.10591501366402,335.5783019154601,4567.0,78.74270933599841,0.9784111881654608,0,1,-1
44.71253786176273,11.453808138873944,617.0438474724873,286.916373228981,4582.0,63.65949071714305,0.9594409012768902,4,2,0
84.64086724711278,33.08773927707082,994.9378624436758,447.1987482921684,4661.0,3.405124274097815,0.057022900252268,6,5,-1
69.94792753175044,10.386238931289329,20.909189706014853,416.52477409848575,8737.0,8.575356623676777,0.5065707717977357,1,5,-1
29.74369508551337,14.737781545327566,189.1474347180586,384.5754335498066,7825.0,53.45523572264326,0.2012242043974474,1,2,-1
81.37978197024772,48.96957311313517,501.099033973314,337.1530460575964,2112.0,61.076446205424,0.183908663329163,4,4,0
39.65057408469846,28.34257960329435,10.496462396744954,251.8914188428816,2073.0,49.69292318805225,0.0657529043723207,7,0,-1
88.11031971111616,88.49900058466176,501.099033973314,164.0495361410826,869.0,69.56091890037358,0.5065707717977357,3,5,-1
